ValueDateTimeUTC,VolumeMWh
2015-01-01 00:00:00+00:00,24376.238696
2015-01-01 01:00:00+00:00,22812.428588
2015-01-01 02:00:00+00:00,21331.61848
2015-01-01 03:00:00+00:00,20346.208372
2015-01-01 04:00:00+00:00,20000.498263999998
2015-01-01 05:00:00+00:00,19977.488156
2015-01-01 06:00:00+00:00,20335.678047999998
2015-01-01 07:00:00+00:00,20208.467940000002
2015-01-01 08:00:00+00:00,20390.157832
2015-01-01 09:00:00+00:00,22284.847724
2015-01-01 10:00:00+00:00,23636.737616
2015-01-01 11:00:00+00:00,24087.527508000003
2015-01-01 12:00:00+00:00,24517.2174
2015-01-01 13:00:00+00:00,24499.407292
2015-01-01 14:00:00+00:00,23165.797184
2015-01-01 15:00:00+00:00,23110.687076
2015-01-01 16:00:00+00:00,23644.876968
2015-01-01 17:00:00+00:00,26652.26686
2015-01-01 18:00:00+00:00,28038.556751999997
2015-01-01 19:00:00+00:00,28883.046644
2015-01-01 20:00:00+00:00,29591.736532
2015-01-01 21:00:00+00:00,28881.026424
2015-01-01 22:00:00+00:00,26689.216316
2015-01-01 23:00:00+00:00,23613.772876
2015-01-02 00:00:00+00:00,21621.062768
2015-01-02 01:00:00+00:00,20024.65266
2015-01-02 02:00:00+00:00,19342.242552
2015-01-02 03:00:00+00:00,19490.832444
2015-01-02 04:00:00+00:00,19875.922336
2015-01-02 05:00:00+00:00,21811.812228
2015-01-02 06:00:00+00:00,25225.10212
2015-01-02 07:00:00+00:00,28369.792012
2015-01-02 08:00:00+00:00,30792.681904
2015-01-02 09:00:00+00:00,32579.471795999998
2015-01-02 10:00:00+00:00,32493.261688
2015-01-02 11:00:00+00:00,31890.351575999997
2015-01-02 12:00:00+00:00,31804.041468
2015-01-02 13:00:00+00:00,31086.53136
2015-01-02 14:00:00+00:00,30495.221252
2015-01-02 15:00:00+00:00,29843.711144
2015-01-02 16:00:00+00:00,30768.301036
2015-01-02 17:00:00+00:00,33156.890928
2015-01-02 18:00:00+00:00,33894.48082
2015-01-02 19:00:00+00:00,33901.570712
2015-01-02 20:00:00+00:00,34203.060604000006
2015-01-02 21:00:00+00:00,32645.850496
2015-01-02 22:00:00+00:00,29899.140388
2015-01-02 23:00:00+00:00,26468.50528
2015-01-03 00:00:00+00:00,24293.095172
2015-01-03 01:00:00+00:00,22771.385064
2015-01-03 02:00:00+00:00,21764.274956
2015-01-03 03:00:00+00:00,21350.264848
2015-01-03 04:00:00+00:00,21343.85474
2015-01-03 05:00:00+00:00,22202.644632
2015-01-03 06:00:00+00:00,23845.634524
2015-01-03 07:00:00+00:00,25523.124416
2015-01-03 08:00:00+00:00,27640.314307999997
2015-01-03 09:00:00+00:00,30197.0042
2015-01-03 10:00:00+00:00,30652.194088
2015-01-03 11:00:00+00:00,30226.78398
2015-01-03 12:00:00+00:00,29856.473872000002
2015-01-03 13:00:00+00:00,29390.463764
2015-01-03 14:00:00+00:00,27896.253656
2015-01-03 15:00:00+00:00,27659.443548000003
2015-01-03 16:00:00+00:00,28127.933439999997
2015-01-03 17:00:00+00:00,30802.523332
2015-01-03 18:00:00+00:00,32091.713224
2015-01-03 19:00:00+00:00,32535.303116000003
2015-01-03 20:00:00+00:00,33101.693007999995
2015-01-03 21:00:00+00:00,31682.5829
2015-01-03 22:00:00+00:00,29400.472792
2015-01-03 23:00:00+00:00,26559.246016
2015-01-04 00:00:00+00:00,24105.935908000003
2015-01-04 01:00:00+00:00,22388.9258
2015-01-04 02:00:00+00:00,21337.815692
2015-01-04 03:00:00+00:00,20976.105584
2015-01-04 04:00:00+00:00,20836.495476
2015-01-04 05:00:00+00:00,21261.685368000002
2015-01-04 06:00:00+00:00,22153.27526
2015-01-04 07:00:00+00:00,22772.565152000003
2015-01-04 08:00:00+00:00,24851.555044
2015-01-04 09:00:00+00:00,27182.644936
2015-01-04 10:00:00+00:00,28098.034827999996
2015-01-04 11:00:00+00:00,27741.524719999998
2015-01-04 12:00:00+00:00,27853.714612
2015-01-04 13:00:00+00:00,27700.204504
2015-01-04 14:00:00+00:00,26464.294396
2015-01-04 15:00:00+00:00,25938.284288
2015-01-04 16:00:00+00:00,26565.57418
2015-01-04 17:00:00+00:00,29150.464068
2015-01-04 18:00:00+00:00,30942.953960000003
2015-01-04 19:00:00+00:00,31649.243852
2015-01-04 20:00:00+00:00,32213.033744
2015-01-04 21:00:00+00:00,31437.123636
2015-01-04 22:00:00+00:00,28637.413527999997
2015-01-04 23:00:00+00:00,26017.195088
2015-01-05 00:00:00+00:00,23655.68498
2015-01-05 01:00:00+00:00,21716.974872
2015-01-05 02:00:00+00:00,21521.364763999998
2015-01-05 03:00:00+00:00,21068.954656
2015-01-05 04:00:00+00:00,21625.544547999998
2015-01-05 05:00:00+00:00,23678.13444
2015-01-05 06:00:00+00:00,26805.424332
2015-01-05 07:00:00+00:00,29154.514224000002
2015-01-05 08:00:00+00:00,31304.204112
2015-01-05 09:00:00+00:00,33036.494004
2015-01-05 10:00:00+00:00,32607.283895999997
2015-01-05 11:00:00+00:00,32044.073787999998
2015-01-05 12:00:00+00:00,31824.16368
2015-01-05 13:00:00+00:00,30825.153572000003
2015-01-05 14:00:00+00:00,29978.743464
2015-01-05 15:00:00+00:00,29386.033356
2015-01-05 16:00:00+00:00,29506.923248000003
2015-01-05 17:00:00+00:00,30963.613139999998
2015-01-05 18:00:00+00:00,31514.303032
2015-01-05 19:00:00+00:00,31030.492924000002
2015-01-05 20:00:00+00:00,31744.382816
2015-01-05 21:00:00+00:00,30828.072708
2015-01-05 22:00:00+00:00,28974.5626
2015-01-05 23:00:00+00:00,26447.289991999998
2015-01-06 00:00:00+00:00,23608.279884
2015-01-06 01:00:00+00:00,21497.069776
2015-01-06 02:00:00+00:00,20827.359668
2015-01-06 03:00:00+00:00,20263.44956
2015-01-06 04:00:00+00:00,20250.139452
2015-01-06 05:00:00+00:00,20731.629344
2015-01-06 06:00:00+00:00,21188.419236
2015-01-06 07:00:00+00:00,21795.609124000002
2015-01-06 08:00:00+00:00,23156.899016
2015-01-06 09:00:00+00:00,25635.988908000003
2015-01-06 10:00:00+00:00,26644.5788
2015-01-06 11:00:00+00:00,26514.968692
2015-01-06 12:00:00+00:00,26518.758584
2015-01-06 13:00:00+00:00,26650.548476
2015-01-06 14:00:00+00:00,25086.838368
2015-01-06 15:00:00+00:00,24477.52826
2015-01-06 16:00:00+00:00,24653.118152000003
2015-01-06 17:00:00+00:00,27530.508044
2015-01-06 18:00:00+00:00,29415.397936
2015-01-06 19:00:00+00:00,29952.187828
2015-01-06 20:00:00+00:00,30834.77772
2015-01-06 21:00:00+00:00,30176.467612
2015-01-06 22:00:00+00:00,27948.657504000003
2015-01-06 23:00:00+00:00,24922.21406
2015-01-07 00:00:00+00:00,23062.603952
2015-01-07 01:00:00+00:00,22111.593844
2015-01-07 02:00:00+00:00,21193.883736
2015-01-07 03:00:00+00:00,20975.173628
2015-01-07 04:00:00+00:00,22041.76352
2015-01-07 05:00:00+00:00,24976.953412
2015-01-07 06:00:00+00:00,29485.943304
2015-01-07 07:00:00+00:00,33636.433196
2015-01-07 08:00:00+00:00,34739.123088
2015-01-07 09:00:00+00:00,36899.01298
2015-01-07 10:00:00+00:00,37108.802872
2015-01-07 11:00:00+00:00,36539.392764
2015-01-07 12:00:00+00:00,35812.582656
2015-01-07 13:00:00+00:00,34720.872548
2015-01-07 14:00:00+00:00,34155.86244
2015-01-07 15:00:00+00:00,33894.952332
2015-01-07 16:00:00+00:00,34599.942224
2015-01-07 17:00:00+00:00,36858.732116
2015-01-07 18:00:00+00:00,38028.822007999996
2015-01-07 19:00:00+00:00,37984.4119
2015-01-07 20:00:00+00:00,37596.301792
2015-01-07 21:00:00+00:00,34404.591684
2015-01-07 22:00:00+00:00,31050.681572
2015-01-07 23:00:00+00:00,28633.4673
2015-01-08 00:00:00+00:00,25919.357192
2015-01-08 01:00:00+00:00,24373.147084
2015-01-08 02:00:00+00:00,23744.936975999997
2015-01-08 03:00:00+00:00,23597.826868
2015-01-08 04:00:00+00:00,24702.61676
2015-01-08 05:00:00+00:00,27395.806648
2015-01-08 06:00:00+00:00,31734.996539999996
2015-01-08 07:00:00+00:00,36009.086432
2015-01-08 08:00:00+00:00,37201.076324
2015-01-08 09:00:00+00:00,37667.666216000005
2015-01-08 10:00:00+00:00,36967.256108
2015-01-08 11:00:00+00:00,36456.746
2015-01-08 12:00:00+00:00,36240.035892
2015-01-08 13:00:00+00:00,34835.125783999996
2015-01-08 14:00:00+00:00,34285.315676
2015-01-08 15:00:00+00:00,34116.605568
2015-01-08 16:00:00+00:00,34559.19546
2015-01-08 17:00:00+00:00,36913.085351999995
2015-01-08 18:00:00+00:00,38710.885352
2015-01-08 19:00:00+00:00,38451.285352
2015-01-08 20:00:00+00:00,37746.485351999996
2015-01-08 21:00:00+00:00,35232.585351999995
2015-01-08 22:00:00+00:00,32300.385351999998
2015-01-08 23:00:00+00:00,28493.660352
2015-01-09 00:00:00+00:00,25419.960352000002
2015-01-09 01:00:00+00:00,24600.960352000002
2015-01-09 02:00:00+00:00,23981.660352000003
2015-01-09 03:00:00+00:00,23821.360352
2015-01-09 04:00:00+00:00,24396.460352000002
2015-01-09 05:00:00+00:00,27352.260351999998
2015-01-09 06:00:00+00:00,32125.460352
2015-01-09 07:00:00+00:00,35944.860351999996
2015-01-09 08:00:00+00:00,37004.360351999996
2015-01-09 09:00:00+00:00,37799.660352
2015-01-09 10:00:00+00:00,37123.860351999996
2015-01-09 11:00:00+00:00,36083.260352
2015-01-09 12:00:00+00:00,35890.260352
2015-01-09 13:00:00+00:00,34130.460351999995
2015-01-09 14:00:00+00:00,33708.760352
2015-01-09 15:00:00+00:00,32759.360352
2015-01-09 16:00:00+00:00,33191.360351999996
2015-01-09 17:00:00+00:00,35883.060352
2015-01-09 18:00:00+00:00,37015.860351999996
2015-01-09 19:00:00+00:00,36840.560352
2015-01-09 20:00:00+00:00,36112.560352
2015-01-09 21:00:00+00:00,33649.860351999996
2015-01-09 22:00:00+00:00,31463.360352
